Jun01_18-22-46, epochs_2__batch_size_128__lr_0.0003__momentum_0.9__weight_decay_0__pretext_weight_1, 2, 0.4252, 13808, 32476
Jun01_18-23-43, epochs_2__batch_size_128__lr_0.0003__momentum_0.9__weight_decay_0__pretext_weight_1, 1, 0.3089, 10033, 32476
Jun01_18-26-33, epochs_2__batch_size_128__lr_0.0003__momentum_0.9__weight_decay_0__pretext_weight_1, 2, 0.4252, 13808, 32476
Jun01_18-27-29, epochs_2__batch_size_128__lr_0.0003__momentum_0.9__weight_decay_0__pretext_weight_1, 1, 0.3089, 10033, 32476
Jun03_20-02-02, epochs_40__batch_size_128__lr_0.0003__momentum_0.9__weight_decay_0__pretext_weight_1, 9, 0.4278, 13894, 32476
Jun03_20-05-42, epochs_40__batch_size_128__lr_0.0003__momentum_0.9__weight_decay_0__pretext_weight_1, 17, 0.4167, 13534, 32476
